codename,id,name,description,views,created_at,updated_at,is_published,language_id,category_id,joined_tag_names,language_code,next_expiration_on,language_code
wie-heeft-toegang-tot-de-documenten-opslag,293287,Wie heeft toegang tot de documenten opslag?,"",989,2018-01-04 07:40:04 UTC,2018-01-23 15:03:31 UTC,true,7,,,,,,nl_NL
kan-een-aannemersgroep-automatisch-gekoppeld-worden-aan-een-specifiek-actiepuntentype,486732,Kan een aannemersgroep automatisch gekoppeld worden aan een specifiek actiepuntentype?,"",980,2019-10-29 08:51:51 UTC,2019-10-29 10:24:57 UTC,true,7,,,,,,nl_NL
355104-is-er-versiebeheer-in-snagr-documenten,355104,Is er versiebeheer in SnagR documenten?,"",970,2019-01-03 10:42:59 UTC,2019-01-03 10:57:34 UTC,true,7,,,,,,nl_NL
hoe-maak-ik-een-actiepunten-rapport,293138,Hoe maak ik een actiepunten rapport?,"",2086,2018-01-03 09:48:40 UTC,2019-01-17 12:54:58 UTC,true,7,,,,,,nl_NL
hoe-activeer-ik-formulier-sjablonen-voor-een-project,293321,Hoe activeer ik formulier sjablonen voor een project?,"",1333,2018-01-04 09:24:16 UTC,2019-10-29 12:51:41 UTC,true,7,,,,,,nl_NL
hoe-voeg-ik-een-actiepunt-toe,293116,Hoe voeg ik een actiepunt toe?,"",1762,2018-01-03 09:36:21 UTC,2019-01-17 12:50:04 UTC,true,7,,,,,,nl_NL
354932-hoe-maak-ik-een-aangepast-rapport,354932,Hoe maak ik een aangepast rapport?,"",977,2019-01-02 13:57:02 UTC,2019-01-02 14:16:27 UTC,true,7,,,,,,nl_NL
354921-hoe-krijg-ik-een-overzicht-van-alle-inspectieformulieren,354921,Hoe krijg ik een overzicht van alle inspectieformulieren?,"",1182,2019-01-02 13:10:54 UTC,2019-01-02 13:41:11 UTC,true,7,,,,,,nl_NL
hoe-kan-ik-documenten-koppelen-aan-formulieren,293278,Hoe kan ik documenten koppelen aan formulieren? (Oude versie),"",1660,2018-01-04 07:22:46 UTC,2019-10-29 12:26:57 UTC,true,7,,,,,,nl_NL
kan-ik-automatische-synchronisatie-instellen,486290,Kan ik automatische synchronisatie instellen?,"",784,2019-10-28 15:43:34 UTC,2019-10-28 15:48:01 UTC,true,7,,,,,,nl_NL
356462-hoe-maak-je-een-hierarchische-lijst,356462,Hoe maak je een hiërarchische lijst?,"",1123,2019-01-08 13:18:14 UTC,2019-01-08 13:45:17 UTC,true,7,,,,,,nl_NL
355094-hoe-kan-ik-een-foto-uit-mijn-fotogalerij-toevoegen-aan-een-inspectieformulier,355094,Hoe kan ik een foto uit mijn fotogalerij toevoegen aan een inspectieformulier?,"",1296,2019-01-03 08:18:24 UTC,2019-10-29 08:40:34 UTC,true,7,,,,,,nl_NL
kan-ik-een-rapport-krijgen-met-alleen-de-eerste-en-laatste-foto,293141,Kan ik een rapport krijgen met alleen de eerste en laatste foto?,"",1260,2018-01-03 09:50:28 UTC,2019-01-21 08:43:20 UTC,true,7,,,,,,nl_NL
hoe-gebruik-ik-de-formulier-zoeker-in-de-app,484524,Hoe gebruik ik de Formulier Zoeker in de app?,"",962,2019-10-24 13:12:51 UTC,2019-10-29 13:35:01 UTC,true,7,,,,,,nl_NL
357091-overzicht-van-alle-iconen-knoppen-in-de-app,357091,Overzicht van alle iconen / knoppen in de app,"",1190,2019-01-09 15:17:07 UTC,2019-01-10 14:32:07 UTC,true,7,,,,,,nl_NL
354950-kan-ik-meerdere-actiepunten-tegelijk-aanpassen,354950,Kan ik meerdere actiepunten tegelijk aanpassen?,"",1074,2019-01-02 15:24:40 UTC,2019-01-02 15:33:17 UTC,true,7,,,,,,nl_NL
twee-traps-authenticatie-activeren-op-bedrijfsniveau,486780,Twee-Traps-Authenticatie activeren (op Bedrijfsniveau),"",863,2019-10-29 11:16:34 UTC,2019-10-29 11:23:13 UTC,true,7,,,,,,nl_NL
355541-project-instellingen-bewerken-op-project-niveau,355541,Project Instellingen bewerken (op Project niveau),"",935,2019-01-07 09:03:36 UTC,2019-01-07 09:14:01 UTC,true,7,,,,,,nl_NL
351217-hoe-maak-ik-een-aangepaste-lijst,351217,Hoe maak ik een aangepaste lijst?,"",1177,2018-12-03 08:47:55 UTC,2018-12-03 09:25:19 UTC,true,7,,,,,,nl_NL
hoe-kan-ik-actiepunten-ontkoppelen-van-formulieren,293277,Hoe kan ik actiepunten ontkoppelen van formulieren?,"",1375,2018-01-04 07:22:15 UTC,2019-06-04 10:14:50 UTC,true,7,,,,,,nl_NL
hoe-koppel-je-tekeningen-automatisch,293300,Hoe koppel je tekeningen (automatisch)?,"",1340,2018-01-04 08:01:05 UTC,2018-01-23 15:15:11 UTC,true,7,,,,,,nl_NL
355108-hoe-bewerk-ik-tekeningenmappen,355108,Hoe bewerk ik tekeningenmappen?,"",1037,2019-01-03 11:00:48 UTC,2019-01-03 11:54:39 UTC,true,7,,,,,,nl_NL
hoe-partij-bewerk-je-gebruikersrechten,484540,Hoe Partij bewerk je gebruikersrechten?,"",944,2019-10-24 13:47:59 UTC,2019-10-29 12:48:56 UTC,true,7,,,,,,nl_NL
354941-kan-ik-een-actiepunt-heropenen,354941,Kan ik een actiepunt heropenen?,"",979,2019-01-02 14:25:12 UTC,2019-01-02 14:38:31 UTC,true,7,,,,,,nl_NL
hoe-exporteer-ik-formulieren-in-pdf-wanneer-er-actiepunten-en-documenten-aan-vast-zitten,293284,Hoe exporteer ik formulieren in PDF wanneer er actiepunten en documenten aan vast zitten?,"",1350,2018-01-04 07:28:16 UTC,2018-01-23 14:56:00 UTC,true,7,,,,,,nl_NL
actiepunten-overlappen-elkaar-hoe-kan-dit-verholpen-worden,293132,Actiepunten overlappen elkaar. Hoe kan dit verholpen worden?,"",1317,2018-01-03 09:44:33 UTC,2018-01-23 15:50:20 UTC,true,7,,,,,,nl_NL
hoe-ontkoppel-ik-actiepunt-uit-een-plot-met-meerdere-actiepunten,293133,Hoe ontkoppel ik een actiepunt uit een plot met meerdere actiepunten.,"",1176,2018-01-03 09:45:08 UTC,2018-12-10 15:07:39 UTC,true,7,,,,,,nl_NL
355095-hoe-verwijder-ik-inspectieformulieren,355095,Hoe verwijder ik inspectieformulieren?,"",1106,2019-01-03 08:28:00 UTC,2019-01-03 08:42:54 UTC,true,7,,,,,,nl_NL
wat-is-de-snelste-weg-om-herhalende-tekeningen-ruimtes-in-te-stellen,293298,Wat is de snelste weg om herhalende tekeningen/ruimtes in te stellen? ,"",1227,2018-01-04 08:00:11 UTC,2018-01-23 15:14:40 UTC,true,7,,,,,,nl_NL
355197-hoe-stel-ik-inspectie-notificaties-in-voor-alle-gebruikers,355197,Hoe stel ik Inspectie notificaties in voor alle gebruikers?,"",929,2019-01-03 16:03:35 UTC,2019-01-07 08:05:54 UTC,true,7,,,,,,nl_NL
hoe-bewerk-je-items-op-de-standaard-actiepunten-lijst,293316,Hoe bewerk je items op de standaard actiepunten lijst?,"",1570,2018-01-04 09:11:37 UTC,2018-01-23 15:24:50 UTC,true,7,,,,,,nl_NL
355098-kan-ik-de-locatie-van-een-inspectieformulier-wijzigen,355098,Kan ik de locatie van een inspectieformulier wijzigen?,"",913,2019-01-03 09:36:24 UTC,2019-10-24 13:26:57 UTC,true,7,,,,,,nl_NL
hoe-kan-ik-standaard-actiepuntenlijsten-importeren,293314,Hoe kan ik standaard actiepuntenlijsten importeren?,"",1277,2018-01-04 09:09:08 UTC,2018-01-23 15:24:27 UTC,true,7,,,,,,nl_NL
356452-hoe-verwijder-ik-een-formulier-template-uit-een-inspectie-template,356452,Hoe verwijder ik een formulier template uit een inspectie template?,"",1014,2019-01-08 10:40:47 UTC,2019-01-08 10:49:11 UTC,true,7,,,,,,nl_NL
356450-kan-ik-de-formulierafbeelding-bewerken-vervangen,356450,Kan ik de formulierafbeelding bewerken / vervangen?,"",922,2019-01-08 09:45:41 UTC,2019-01-08 10:39:48 UTC,true,7,,,,,,nl_NL
hoe-voeg-ik-aannemers-toe-aan-het-project,293305,Hoe voeg ik aannemers toe aan het project?,"",1538,2018-01-04 08:10:08 UTC,2018-01-23 15:17:03 UTC,true,7,,,,,,nl_NL
kan-ik-een-samenvatting-krijgen-van-de-workflow-historie-van-een-formulier,293273,Kan ik een samenvatting krijgen van de workflow historie van een formulier?,"",1343,2018-01-04 07:18:38 UTC,2018-01-23 14:52:18 UTC,true,7,,,,,,nl_NL
354939-kan-ik-meerdere-foto-s-toevoegen-aan-een-actiepunt,354939,"Kan ik meerdere foto's toevoegen aan een actiepunt?
","",1015,2019-01-02 14:18:43 UTC,2019-01-02 14:24:03 UTC,true,7,,,,,,nl_NL
wat-betekenen-de-verschillende-actiepunt-kleuren,293135,Wat betekenen de verschillende actiepunt kleuren?,"",1372,2018-01-03 09:46:46 UTC,2019-01-17 12:52:06 UTC,true,7,,,,,,nl_NL
351224-hoe-kan-ik-een-inspectie-sjabloon-bewerken,351224,Hoe kan ik een Inspectie sjabloon bewerken?,"",1252,2018-12-03 09:31:24 UTC,2018-12-03 10:13:01 UTC,true,7,,,,,,nl_NL
hoe-voeg-ik-een-los-item-toe-aan-de-standaard-actiepunten-lijst,293315,Hoe voeg ik een los item toe aan de standaard actiepunten lijst?,"",1464,2018-01-04 09:09:35 UTC,2018-01-23 15:24:39 UTC,true,7,,,,,,nl_NL
hoe-activeer-ik-specifieke-actiepunt-categorieen-voor-een-project,293317,Ik zie de actiepunten categorieën niet. Wat is er mis?,"",1342,2018-01-04 09:12:11 UTC,2019-10-29 10:51:48 UTC,true,7,,,,,,nl_NL
kan-ik-een-lijst-onttrekken-van-formulieren-welke-zijn-gecreeerd-in-snagr,293285,Kan ik een lijst onttrekken van formulieren welke zijn gecreëerd in SnagR? ,"",1073,2018-01-04 07:28:45 UTC,2018-01-23 14:57:17 UTC,true,7,,,,,,nl_NL
wat-is-activiteiten-logboek-project,486232,"Wat is Activiteiten logboek project?
","",1305,2019-10-28 14:43:22 UTC,2019-10-28 14:51:41 UTC,true,7,,,,,,nl_NL
355560-hoe-activeer-ik-auto-close-voor-fotodagboeken,355560,Hoe activeer ik Auto-Close voor fotodagboeken? ,"",833,2019-01-07 13:27:39 UTC,2019-01-07 14:44:34 UTC,true,7,,,,,,nl_NL
hoe-koppel-ik-documenten-aan-locaties,293288,Hoe koppel ik documenten aan locaties?,"",1125,2018-01-04 07:40:39 UTC,2018-01-23 15:03:46 UTC,true,7,,,,,,nl_NL
358103-locatie-aftekenen,358103,Locatie Aftekenen,"",878,2019-01-15 13:04:13 UTC,2019-01-15 13:17:22 UTC,true,7,,,,,,nl_NL
hoe-upload-ik-documenten-om-te-linken-aan-formulieren,293280,Hoe upload ik documenten om te linken aan formulieren?,"",1372,2018-01-04 07:23:48 UTC,2018-01-23 14:54:47 UTC,true,7,,,,,,nl_NL
355543-standaard-taal-of-logo-bewerken-op-bedrijfsniveau,355543,Standaard Taal of Logo bewerken (op Bedrijfsniveau),"",910,2019-01-07 09:14:34 UTC,2019-01-07 09:31:06 UTC,true,7,,,,,,nl_NL
verwijderen-en-opnieuw-toevoegen-project,293114,Verwijderen en opnieuw toevoegen project,"",1270,2018-01-03 09:34:24 UTC,2018-01-23 14:44:34 UTC,true,7,,,,,,nl_NL
355096-kan-ik-naar-inspectieformulieren-zoeken-aan-de-hand-van-de-inhoud,355096,Kan ik naar inspectieformulieren zoeken aan de hand van de inhoud?,"",1044,2019-01-03 08:47:53 UTC,2019-01-03 09:31:07 UTC,true,7,,,,,,nl_NL
hoe-kunnen-gebruikers-de-twee-traps-authenticatie-activeren,486261,Hoe kunnen gebruikers de Twee-Traps-Authenticatie activeren?,"",1085,2019-10-28 15:12:31 UTC,2019-10-28 15:41:04 UTC,true,7,,,,,,nl_NL
hoe-kan-ik-formulieren-invullen-op-de-website,293271,Hoe kan ik formulieren invullen op de website?,"",1502,2018-01-04 07:13:16 UTC,2019-01-17 13:16:26 UTC,true,7,,,,,,nl_NL
355555-termen-op-bedrijfsniveau,355555,Termen (op Bedrijfsniveau),"",1531,2019-01-07 11:09:53 UTC,2019-01-07 12:11:35 UTC,true,7,,,,,,nl_NL
351230-locatie-aftekenen,351230,Locatie sluiten / overhandigen,"",1364,2018-12-03 10:16:08 UTC,2019-01-15 13:10:53 UTC,true,7,,,,,,nl_NL
354769-overdracht-aan-kopers,354769,Overdracht aan kopers,"",1172,2018-12-31 15:37:18 UTC,2019-01-02 08:15:11 UTC,true,7,,,,,,nl_NL
354959-project-samenvatting-wat-zijn-die-rode-cijfers,354959,Project samenvatting: Wat zijn die rode cijfers?,"",1182,2019-01-02 15:43:38 UTC,2019-01-02 15:57:45 UTC,true,7,,,,,,nl_NL
355547-regio-s-divisies-programma-s-op-bedrijfsniveau,355547,Regio's / Divisies / Programma's (op Bedrijfsniveau),"",912,2019-01-07 10:26:38 UTC,2019-01-07 12:13:47 UTC,true,7,,,,,,nl_NL
hoe-stel-ik-notificaties-in-voor-alle-gebruikers,293310,Hoe stel ik Actiepunt notificaties in voor alle gebruikers?,"",1327,2018-01-04 08:12:59 UTC,2019-01-07 08:31:36 UTC,true,7,,,,,,nl_NL
hoe-kan-ik-contact-opnemen-met-snagr,486243,Hoe kan ik contact opnemen met SnagR?,"",838,2019-10-28 14:52:19 UTC,2019-10-28 14:56:49 UTC,true,7,,,,,,nl_NL
355093-hoe-bekijk-en-voeg-ik-vergunningen-toe,355093,Hoe bekijk en voeg ik vergunningen toe?,"",870,2019-01-03 08:05:54 UTC,2019-01-03 08:17:19 UTC,true,7,,,,,,nl_NL
hoe-kan-ik-tekeningen-groeperen,293296,Hoe kan ik tekeningen groeperen? ,"",1195,2018-01-04 07:59:06 UTC,2018-01-23 15:14:15 UTC,true,7,,,,,,nl_NL
hoe-verwijder-ik-een-bestand,293290,Hoe verwijder ik een bestand?,"",1081,2018-01-04 07:41:27 UTC,2018-01-23 15:12:59 UTC,true,7,,,,,,nl_NL
hoe-zet-je-gerelateerde-formulieren-op-gesloten-afgekeurd,484533,"Hoe zet je gerelateerde formulieren op ""Gesloten (Afgekeurd)""","",820,2019-10-24 13:28:39 UTC,2019-10-29 08:34:39 UTC,true,7,,,,,,nl_NL
kan-ik-een-actiepunt-verplaatsen,293131,Kan ik een actiepunt verplaatsen?,"",1023,2018-01-03 09:44:10 UTC,2018-01-23 14:47:57 UTC,true,7,,,,,,nl_NL
wachtwoord-complexiteit-instellen-op-bedrijfsniveau,486771,Wachtwoord complexiteit instellen (op Bedrijfsniveau),"",922,2019-10-29 10:53:06 UTC,2019-10-29 11:13:17 UTC,true,7,,,,,,nl_NL
355127-hoe-verplaats-bewerk-verwijder-ik-een-locatie-pin,355127,Hoe verplaats / bewerk / verwijder ik een locatie pin?,"",970,2019-01-03 12:35:30 UTC,2019-01-03 13:09:09 UTC,true,7,,,,,,nl_NL
354822-veiligheidsinspectie,354822,Veiligheidsinspectie,"",1047,2019-01-02 09:34:45 UTC,2019-01-02 10:26:01 UTC,true,7,,,,,,nl_NL
hoe-verwijder-ik-een-map,293289,Hoe verwijder ik een map?,"",1027,2018-01-04 07:41:04 UTC,2018-01-23 15:03:59 UTC,true,7,,,,,,nl_NL
358106-hoe-ontwerp-ik-een-inspectie-formulier-template-met-bedrijfslogica-erin,358106,Hoe ontwerp ik een Inspectie Formulier Template met bedrijfslogica erin? ,"",1805,2019-01-15 13:25:04 UTC,2019-01-15 15:17:36 UTC,true,7,,,,,,nl_NL
nl-how-to-link-drawings-together-manually,293299,Hoe link ik tekeningen aan elkaar (handmatig)?,"",1299,2018-01-04 08:00:34 UTC,2018-01-17 12:46:57 UTC,true,7,,,,,,nl_NL
hoe-sleep-je-een-bestand-van-de-ene-map-naar-de-andere,293292,Hoe sleep je een bestand van de ene map naar de andere?,"",1077,2018-01-04 07:42:42 UTC,2018-01-23 15:13:27 UTC,true,7,,,,,,nl_NL
357050-maak-construction-stages,357050,Maak Construction Stages,"",856,2019-01-09 13:30:45 UTC,2019-01-09 13:49:26 UTC,true,7,,,,,,nl_NL
356454-hoe-bewerk-ik-lijsten,356454,Hoe bewerk ik Lijsten?,"",807,2019-01-08 11:01:31 UTC,2019-01-08 11:09:08 UTC,true,7,,,,,,nl_NL
355154-hoe-stel-je-rechten-in-actiepunten,355154,Hoe stel je rechten in? (Actiepunten),"",1146,2019-01-03 14:06:21 UTC,2019-01-03 14:51:00 UTC,true,7,,,,,,nl_NL
hoe-stuur-ik-notificaties-over-een-formulier,293274,Hoe stuur ik notificaties over een formulier?,"",1244,2018-01-04 07:19:45 UTC,2018-01-23 14:52:31 UTC,true,7,,,,,,nl_NL
354824-werkvergunning,354824,Werkvergunning,"",1014,2019-01-02 10:27:14 UTC,2019-01-02 10:59:32 UTC,true,7,,,,,,nl_NL
354761-actiepunt-management,354761,Actiepunt Management,"",1005,2018-12-31 15:00:45 UTC,2018-12-31 15:35:14 UTC,true,7,,,,,,nl_NL
354817-verzoek-voor-inspecties,354817,Verzoek voor Inspecties,"",977,2019-01-02 07:48:19 UTC,2019-01-02 08:24:28 UTC,true,7,,,,,,nl_NL
354845-bouwplaatsdagboek,354845,Bouwplaatsdagboek,"",1117,2019-01-02 11:02:31 UTC,2019-01-02 12:35:28 UTC,true,7,,,,,,nl_NL
hoe-bewerk-ik-gebruikers-en-aannemers,293307,Hoe bewerk ik gebruikers en aannemers? ,"",1386,2018-01-04 08:10:57 UTC,2018-01-23 15:17:29 UTC,true,7,,,,,,nl_NL
hoe-kan-ik-formulieren-exporteren-in-pdf-formaat,293283,Hoe kan ik formulieren exporteren in PDF formaat?,"",1444,2018-01-04 07:26:27 UTC,2019-01-17 13:19:49 UTC,true,7,,,,,,nl_NL
hoe-update-ik-een-actiepunt,293134,Hoe update ik een actiepunt?,"",1706,2018-01-03 09:45:42 UTC,2019-07-22 12:26:28 UTC,true,7,,,,,,nl_NL
kan-ik-actiepunten-bewerken,293129,Kan ik actiepunten bewerken?,"",1474,2018-01-03 09:42:44 UTC,2019-01-17 12:54:21 UTC,true,7,,,,,,nl_NL
wat-is-opvolgend-actiepunt-toevoegen,293123,Wat is ''Opvolgend Actiepunt toevoegen''?,"",1107,2018-01-03 09:41:00 UTC,2018-01-23 15:46:28 UTC,true,7,,,,,,nl_NL
kunnen-actiepunt-rapportages-automatisch-gegeneerd-worden,293139,Kunnen actiepunt rapportages automatisch gegeneerd worden?,"",1181,2018-01-03 09:49:03 UTC,2018-01-23 14:49:33 UTC,true,7,,,,,,nl_NL
kan-ik-de-foto-grootte-bepalen,293126,Kan ik de foto grootte bepalen?,"",1083,2018-01-03 09:41:29 UTC,2018-01-23 14:46:52 UTC,true,7,,,,,,nl_NL
hoe-kan-ik-op-de-hoogte-gehouden-worden-van-formulier-wijzigingen,293275,Hoe kan ik op de hoogte gehouden worden van formulier wijzigingen?,"",1331,2018-01-04 07:20:47 UTC,2018-01-23 14:52:44 UTC,true,7,,,,,,nl_NL
hoe-voeg-ik-gebruikers-toe-aan-een-project,293304,Hoe voeg ik gebruikers toe aan een project?,"",1531,2018-01-04 08:05:44 UTC,2018-01-23 15:16:49 UTC,true,7,,,,,,nl_NL
hoe-zoek-ik-naar-actiepunten,293127,Hoe zoek ik naar actiepunten?,"",1372,2018-01-03 09:41:55 UTC,2019-10-24 10:46:19 UTC,true,7,,,,,,nl_NL
hoe-kan-ik-actiepunten-koppelen-aan-een-formulier,293276,Hoe kan ik actiepunten koppelen aan een formulier?,"",1712,2018-01-04 07:21:22 UTC,2019-01-17 13:19:05 UTC,true,7,,,,,,nl_NL
kan-ik-een-actiepunten-kopieren-en-plakken,293122,Kan ik een actiepunt kopiëren en plakken?,"",1001,2018-01-03 09:40:29 UTC,2018-12-10 09:08:40 UTC,true,7,,,,,,nl_NL
hoe-verstuur-ik-een-wachtwoord-herinnering,293308,Hoe verstuur ik een wachtwoord herinnering? ,"",1290,2018-01-04 08:11:44 UTC,2019-10-29 12:48:22 UTC,true,7,,,,,,nl_NL
hoe-kan-ik-zoeken-naar-formulieren,293281,Hoe kan ik zoeken naar formulieren?,"",1459,2018-01-04 07:25:14 UTC,2019-01-17 13:18:01 UTC,true,7,,,,,,nl_NL
hoe-voeg-ik-handmatige-workflows-toe-aan-formulieren,293320,Hoe voeg ik handmatige workflows toe aan formulieren?,"",901,2018-01-04 09:23:55 UTC,2018-01-23 15:26:36 UTC,true,7,,,,,,nl_NL
hoe-zie-ik-de-statistieken,293142,Hoe zie ik de actiepunt statistieken?,"",1287,2018-01-03 09:50:55 UTC,2018-11-26 15:12:34 UTC,true,7,,,,,,nl_NL
hoe-ontwerp-ik-de-standaard-actiepunten-lijst,293313,Hoe ontwerp ik de standaard actiepunten lijst?,"",1512,2018-01-04 08:59:06 UTC,2018-01-23 15:24:17 UTC,true,7,,,,,,nl_NL
hoe-kan-ik-tussen-de-tekeningen-navigeren,293112,Hoe kan ik tussen de tekeningen navigeren?,"",1596,2018-01-03 09:33:07 UTC,2019-01-21 08:29:14 UTC,true,7,,,,,,nl_NL
inloggen-met-twee-traps-authenticatie,486217,Inloggen met Twee-Traps-Authenticatie,"",1241,2019-10-28 14:19:12 UTC,2019-10-28 14:41:01 UTC,true,7,,,,,,nl_NL
kan-ik-een-notificatie-versturen-over-een-actiepunt-of-update,293136,Kan ik een notificatie versturen over een actiepunt of update?,"",1152,2018-01-03 09:47:13 UTC,2018-01-23 14:48:57 UTC,true,7,,,,,,nl_NL
hoe-upload-ik-documenten,293286,Hoe upload ik documenten?,"",1112,2018-01-04 07:38:38 UTC,2018-01-23 14:57:57 UTC,true,7,,,,,,nl_NL
356474-bekijk-bewerk-verwijder-vergunning-inspecties,356474,Bekijk / Bewerk / Verwijder Vergunning Inspecties,"",901,2019-01-08 14:41:12 UTC,2019-01-09 12:43:14 UTC,true,7,,,,,,nl_NL
355173-hoe-stel-ik-de-rechten-in-voor-custom-reports,355173,Hoe stel ik de rechten in voor Custom Reports? ,"",923,2019-01-03 15:23:06 UTC,2019-01-03 15:42:09 UTC,true,7,,,,,,nl_NL
hoe-partij-bewerk-je-gebruikersrollen-geactiveerd,486192,Hoe Partij bewerk je Gebruikersrollen / Geactiveerd?,"",834,2019-10-28 13:45:01 UTC,2019-10-29 12:49:12 UTC,true,7,,,,,,nl_NL
wat-is-de-actiepunten-mode-en-inspectie-mode,293111,Wat is de Actiepunten mode en Inspectie mode?,"",1403,2018-01-03 09:32:34 UTC,2018-01-17 15:13:21 UTC,true,7,,,,,,nl_NL
hoe-maak-ik-een-map-aan,295043,Hoe maak ik een map aan? ,"",1077,2018-01-17 09:05:52 UTC,2018-01-17 09:10:50 UTC,true,7,,,,,,nl_NL
hoe-voeg-ik-locaties-toe-op-tekeningen,293301,Hoe voeg ik locaties toe op tekeningen?,"",1786,2018-01-04 08:01:47 UTC,2019-10-29 12:47:13 UTC,true,7,,,,,,nl_NL
354927-hoe-bekijk-ik-een-aangepaste-kpi-dashboard,354927,Hoe bekijk ik een aangepaste KPI dashboard?,"",1150,2019-01-02 13:43:14 UTC,2019-01-02 14:16:24 UTC,true,7,,,,,,nl_NL
hoe-vul-ik-een-formulier-in-met-de-app,293270,Hoe vul ik een formulier in met de app?,"",1532,2018-01-04 07:12:18 UTC,2019-01-17 13:15:39 UTC,true,7,,,,,,nl_NL
hoe-krijg-ik-samenvattingen-van-onze-actiepunten,293143,Hoe krijg ik samenvattingen van onze actiepunten?,"",1455,2018-01-03 09:51:16 UTC,2019-01-21 08:43:50 UTC,true,7,,,,,,nl_NL
356460-export-formulier-content-naar-excel-hoe-stel-ik-een-template-op,356460,[Export Formulier Content naar Excel] Hoe stel ik een template op?,"",1819,2019-01-08 12:50:42 UTC,2019-10-29 13:22:37 UTC,true,7,,,,,,nl_NL
hoe-kan-ons-probleemherstelproces-worden-gedefinieerd-in-snagr,293303,Hoe kan ons probleemherstelproces worden gedefinieerd in SnagR?,"",853,2018-01-04 08:03:33 UTC,2018-01-23 15:15:58 UTC,true,7,,,,,,nl_NL
documenten-uploaden-om-aan-formulieren-te-koppelen-nieuwe-upgrade,484500,Documenten uploaden om aan formulieren te koppelen (Nieuwe upgrade),"",1058,2019-10-24 12:33:19 UTC,2019-10-29 12:40:11 UTC,true,7,,,,,,nl_NL
355122-wat-zijn-tekening-vakken-en-hoe-stel-ik-ze-in,355122,Wat zijn Tekening Vakken en hoe stel ik ze in? ,"",1578,2019-01-03 11:57:40 UTC,2019-01-03 12:33:12 UTC,true,7,,,,,,nl_NL
355134-hoe-genereer-ik-barcodes-qr-codes-voor-locaties,355134,Hoe genereer ik barcodes / QR codes voor locaties? ,"",2137,2019-01-03 13:12:22 UTC,2019-01-03 14:03:12 UTC,true,7,,,,,,nl_NL
hoe-reset-je-de-twee-staps-authenticatie-sleutel,486208,Hoe reset je de Twee-Traps-Authenticatie sleutel?,"",1066,2019-10-28 13:57:14 UTC,2019-10-29 13:33:19 UTC,true,7,,,,,,nl_NL
355595-hoe-maak-ik-een-digitaal-formulier,355595,Hoe maak ik een digitaal formulier?,"",2101,2019-01-07 15:33:43 UTC,2019-01-08 09:43:16 UTC,true,7,,,,,,nl_NL
hoe-bewerk-ik-een-bestaande-tekening,293302,Hoe bewerk ik een bestaande tekening?,"",2008,2018-01-04 08:03:02 UTC,2018-01-23 15:15:35 UTC,true,7,,,,,,nl_NL
355103-hoe-exporteer-ik-formuliergegevens-naar-excel,355103,Hoe exporteer ik formuliergegevens naar Excel?,"",2285,2019-01-03 10:22:29 UTC,2019-01-03 10:40:09 UTC,true,7,,,,,,nl_NL
356466-vergunning-inspectie-toevoegen,356466,Vergunning Inspectie toevoegen,"",1620,2019-01-08 13:46:38 UTC,2019-01-08 14:04:03 UTC,true,7,,,,,,nl_NL
354918-fotodagboek,354918,Fotodagboek,"",1572,2019-01-02 12:38:38 UTC,2019-01-02 13:09:45 UTC,true,7,,,,,,nl_NL
357261-ik-kan-inloggen-op-de-website-maar-niet-op-de-app-wat-is-er-aan-de-hand,357261,"Ik kan inloggen op de website, maar niet op de app. Wat is er aan de hand?","",1239,2019-01-10 14:34:14 UTC,2019-01-15 10:19:24 UTC,true,7,,,,,,nl_NL
356469-vergunningsformulier-pagina-toevoegen,356469,Vergunningsformulier pagina toevoegen,"",1603,2019-01-08 14:00:51 UTC,2019-01-08 14:29:28 UTC,true,7,,,,,,nl_NL
nl-issues-in-project-download,293115,Veelvoorkomende problemen bij het downloaden van een project,"",1046,2018-01-03 09:34:59 UTC,2019-01-21 08:40:52 UTC,true,7,,,,,,nl_NL
354943-kan-ik-actiepunten-op-tekeningen-filteren,354943,Kan ik actiepunten op tekeningen filteren?,"",2256,2019-01-02 14:39:47 UTC,2019-01-02 15:19:22 UTC,true,7,,,,,,nl_NL
357049-importeer-project-checklijsten-op-projectniveau,357049,Importeer Project Checklijsten (op Projectniveau),"",1620,2019-01-09 13:03:58 UTC,2019-01-09 13:29:06 UTC,true,7,,,,,,nl_NL
354820-non-conformance-report,354820,Non Conformance Rapport,"",1464,2019-01-02 08:43:19 UTC,2019-01-02 09:33:46 UTC,true,7,,,,,,nl_NL
waarom-moet-ik-synchroniseren,293109,Waarom moet ik synchroniseren?,"",5348,2018-01-03 09:30:59 UTC,2018-01-17 15:10:12 UTC,true,7,,,,,,nl_NL
hoe-stel-je-gebruikersrechten-in-formulieren,293306,"Hoe stel je gebruikersrechten in? (Formulieren)
","",1146,2018-01-04 08:10:37 UTC,2019-01-21 08:03:12 UTC,true,7,,,,,,nl_NL
kan-ik-actiepunten-verwijderen,293130,Kan ik actiepunten verwijderen?,"",1216,2018-01-03 09:43:10 UTC,2018-01-23 14:47:46 UTC,true,7,,,,,,nl_NL
355576-aannemersbeheer-op-bedrijfsniveau,355576,Aannemers beheer op Bedrijfsniveau,"",914,2019-01-07 15:10:59 UTC,2019-01-07 15:30:28 UTC,true,7,,,,,,nl_NL
